,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
3756,FNCE-025,INVESTMENT MGMT,2.67,2.5,1.83,2.83,2.25
3757,FNCE-399,SUPERVISED STUDY IN FIN,3.3,2.59,3.0,3.22,3.61
3758,FNCE-103,BUSINESS ECONOMICS,3.3,3.43,2.9,2.89,2.67
3759,FNCE-208,MULTINATL CORP FINANCE,2.85,3.03,2.66,2.26,3.08
3760,FNCE-220,INTERNATIONAL BANKING,2.84,3.08,2.65,2.38,2.54
3761,FNCE-411,MONETARY ECONOMICS,2.98,3.33,3.26,2.88,2.9
3762,FNCE-412,CORPORATION FINANCE,2.92,3.44,3.13,2.96,2.88
3763,FNCE-239,BEHAVIORAL FINANCE,2.08,2.67,1.99,2.05,2.05
3764,FNCE-251,FNCE OF BUYOUTS & ACQS,2.75,2.58,2.42,2.31,2.67
3765,BPUB-230,URBAN FISCAL POLICY,2.69,3.32,3.33,2.64,2.01
3766,FNCE-717,FINANCIAL DERIVATIVES,3.38,2.99,2.47,2.61,3.1
3767,FNCE-720,INVESTMENT MANAGEMENT,3.29,2.83,2.33,2.58,3.09
3768,FNCE-725,FIXED INCOME SECURITIES,3.48,2.94,2.13,2.39,2.85
3769,FNCE-726,ADVANCED CORP FINANCE,3.13,3.04,2.71,2.53,3.28
3770,FNCE-728,CORPORATE VALUATION,2.8,2.8,2.17,2.2,2.96
3771,FNCE-731,INTERNATL CORP FINANCE,3.01,3.23,2.63,2.4,3.28
3772,FNCE-738,FUNDING INVESTMENTS,2.5,2.7,2.1,2.61,2.44
3773,FNCE-750,VENT CAP & FNCE INNOVAT,2.87,2.99,3.18,2.73,2.51
3774,FNCE-892,ADVANCED SEMINAR: Financial Engineering,3.84,3.45,3.09,2.9,3.48
3775,FNCE-912,FINANCIAL INSTITUTIONS,3.05,2.95,3.13,3.05,2.92
3776,FNCE-924,INTERTEMPORAL MACRO FIN,3.01,3.27,3.13,2.76,2.85
3777,FNCE-933,INTERNATIONAL FINANCE,2.92,3.13,2.88,2.75,2.08
3778,REAL-721,REAL ESTATE INVESTMENTS,2.92,3.07,2.47,2.27,2.94
3779,FNCE-604,PREP FOR ACCEL CORP FIN,2.56,3.46,3.32,2.75,2.32
3780,FNCE-719,INTL FINANCIAL MARKETS,2.85,3.0,2.23,2.48,2.5
3781,FNCE-732,INTERNATIONAL BANKING,2.58,3.05,2.5,2.63,2.54
3782,FNCE-751,FNCE OF BUYOUTS & ACQS,2.53,2.72,2.49,2.35,2.46
3783,FNCE-235,FIXED INCOME SECURITIES,3.32,2.91,2.54,2.61,2.76
3784,FNCE-391,CORPORATE RESTRUCTURING,3.04,3.36,3.29,2.99,3.12
3785,FNCE-394,ADVANCED SEMINAR: Managing Fixed Income Portfolios,3.37,3.36,2.99,2.49,2.57
3786,FNCE-396,FINANCE IN EUROPE,1.81,2.67,2.96,2.42,1.73
3787,FNCE-721,REAL ESTATE INVESTMENTS,2.92,3.07,2.47,2.27,2.94
3788,FNCE-739,BEHAVIORAL FINANCE,2.04,2.84,1.82,2.18,2.12
3789,FNCE-891,Corporate Restructuring,2.7,2.96,2.6,2.64,2.62
3790,FNCE-894,Managing Fixed Income Portfolios,3.37,3.36,2.99,2.49,2.57
3791,FNCE-895,Advanced Seminar on Private Equity,1.05,2.85,3.25,2.77,1.07
3792,FNCE-921,INTRO EMPIR METHODS FIN,3.75,2.43,2.5,2.38,3.75
3793,FNCE-922,CONTINUOUS-TIME FIN ECON,3.63,3.71,3.25,3.38,3.63
3794,FNCE-911,FINANCIAL ECONOMICS,2.99,3.32,3.23,3.13,2.97
3795,FNCE-603,BASICS OF FINANCE,1.1,3.06,2.51,2.07,0.49
3796,FNCE-893,GLOBAL MONETARY AND FINANCIAL INSTITUTIONS: THEORY AND PRACTICE,2.54,2.81,2.38,2.57,2.63
3797,FNCE-897,FNCE IN MID EAST & N AFR,2.21,2.64,2.96,2.19,2.34
3798,FNCE-611,CORPORATE FINANCE,2.92,3.05,2.98,2.56,2.6
3799,FNCE-612,ACCELERATED CORP FINANCE,3.21,3.06,2.43,2.31,2.98
3800,FNCE-613,MACROECN & GLOBAL ECONOM,2.73,2.76,2.28,2.34,2.39
3801,FNCE-926,EMPIRICAL METH CORP FN,2.75,3.74,3.68,2.94,2.93
3802,FNCE-928,METHODS IN FNCE THEORY,2.81,2.5,2.39,2.44,2.73
3803,BEPP-230,URBAN FISCAL POLICY,3.16,3.15,3.56,2.69,2.32
3804,BEPP-773,URBAN FISCAL POLICY,2.33,3.38,3.41,2.82,1.96
3805,FNCE-381,ASP - IMPACT INVESTING,1.99,2.07,3.44,2.46,2.27
3806,FNCE-615,MACROECONOMICS (HALF CU),2.65,2.86,2.41,2.23,2.1
3807,FNCE-881,ASP - IMPACT INVESTING,1.95,2.09,2.38,2.09,1.93
3808,FNCE-393,GLOBAL MONETARY AND FINANCIAL STABILITY POLICY,2.58,2.71,3.03,2.62,2.59
3809,FNCE-937,APPLIED QUANTITATIVE MET,3.5,3.8,3.5,2.78,3.4
3810,FNCE-254,IMPACT INVESTING,1.77,2.06,2.65,1.93,2.04
3811,FNCE-382,ASP -  Energy Finance,2.93,3.47,3.2,2.6,3.0
3812,FNCE-754,IMPACT INVESTING,2.0,2.41,2.54,2.19,2.04
3813,FNCE-882,ASP - Energy Finance,2.47,3.37,2.5,2.55,2.84
3814,FNCE-256,ENERGY FINANCE,2.85,3.16,3.29,2.79,2.97
3815,FNCE-383,STRATEGIC EQUITY FINANCE,2.56,2.97,3.23,3.13,2.6
3816,FNCE-614,CORPORATE FNCE (HALF CU),2.72,2.97,2.75,2.01,2.37
3817,FNCE-756,ENERGY FINANCE,2.93,3.15,2.77,2.73,3.31
3818,FNCE-883,STRATEGIC EQUITY FINANCE,2.55,3.18,2.89,2.96,2.56
3819,FNCE-392,FINANCIAL ENGINEERING,3.33,3.67,3.22,3.11,2.67
3820,FNCE-884,ADVANCED PRIVATE EQUITY,3.11,3.08,3.45,3.14,3.1
3821,FNCE-896,FINANCE IN EUROPE,1.81,2.67,2.96,2.42,1.73
3822,FNCE-386,ASP - HEDGE FUNDS,2.0,2.44,3.13,2.69,1.8
3823,FNCE-885,ASP - FIN-TECH,2.37,2.62,1.87,2.14,2.39
3824,FNCE-886,ASP - HEDGE FUNDS,1.82,2.81,3.05,2.15,1.5
3825,FOLK-009,Writing about the Material World,2.12,3.37,2.53,1.97,2.59
3826,FOLK-201,AMERICAN FOLKLORE,1.99,3.33,3.33,2.77,2.55
3827,FOLK-227,DREAMING THE ISLAND,2.8,4.0,4.0,3.8,2.6
3828,FOLK-270,FOLKLORE AND SEXUALITY,1.57,3.76,3.56,2.79,1.98
3829,FOLK-290,URBAN LEGENDS & SOCIETY,2.59,3.74,3.31,2.59,2.84
3830,FOLK-503,ISSUES FOLKLORE THEORY,2.33,3.33,3.33,3.33,2.67
3831,FOLK-518,RITUAL PROCESS & PERFORM,2.58,3.75,2.75,3.25,3.0
3832,FOLK-533,FOLK/UNORTHODOX HEALTH,2.19,3.51,3.36,2.89,2.15
3833,FOLK-541,ACDM WRTG/RSRCH DESIGN,2.94,3.89,3.68,3.26,3.11
3834,AMES-154,MOD JEWISH LIT IN TRANS: Literary Pluralism-Immigrants Women Arabs & Others,1.92,3.38,3.28,3.32,1.83
3835,ANTH-544,MASCUL IN NARR & PERFORM,3.0,4.0,3.67,4.0,3.33
3836,HSSC-025,SCI MAGIC & RELIGION,2.09,2.7,2.08,2.34,2.23
3837,HSSC-145,COMPARATIVE MEDICINE,2.29,2.99,2.86,2.98,2.54
3838,MUSC-022,WORLD MUSICS & CULTURES,1.98,3.36,2.65,2.27,2.2
3839,MUSC-075,JAZZ:STYLE & HISTORY,2.16,3.07,3.0,2.12,1.83
3840,RELS-005,WOMEN AND RELIGION,2.26,3.07,2.91,2.81,2.55
3841,RELS-310,RELIGIOUS DIVERSITY/AM: BUDDHISM IN AMERICA,1.83,3.17,3.51,3.06,1.78
3842,RELS-517,RELIGION IN AMER HIST II,2.41,3.28,3.63,3.31,2.71
3843,FOLK-101,INTRODUCTION TO FOLKLORE,1.94,3.22,2.38,1.94,2.27
3844,FOLK-228,BALLADS AND FOLK POETRY: FOLKSONGS AND BALLADS,1.9,3.65,3.5,2.4,1.95
3845,FOLK-320,FOLKLORE NATIONALISM,2.67,3.67,3.33,3.33,3.0
3846,FOLK-436,URBAN FOLKLORE,2.42,3.62,3.54,3.5,2.95
3847,FOLK-547,SEMINAR: IRELAND & UK,2.67,3.78,3.44,3.44,2.75
3848,FNAR-063,DOCUMENTARY VIDEO,2.54,3.59,3.17,2.68,2.99
3849,MUSC-050,WORLD MUSICS & CULTURES,1.96,3.26,2.97,2.41,2.12
3850,MUSC-158,MUSIC OF LATIN AMERICA,2.03,3.79,3.56,2.59,2.07
3851,RELS-116,SCIENCE MAGIC RELIGION,1.89,2.27,1.67,2.43,2.07
3852,SOCI-229,AMERICAN POPULAR CULTURE,1.71,2.75,3.07,2.77,2.07
3853,FOLK-231,AMERICAN POPULAR CULTURE,2.51,3.36,3.21,2.69,2.88
3854,HIST-585,MLA Proseminar: Ethnography & Memory,2.6,3.51,3.25,3.33,2.6
3855,FOLK-233,AFRICAN  FOLKLORE: Tradition and Modernity,1.86,3.5,2.43,2.71,2.29
3856,FOLK-241,GREAT STORY COLLECTIONS,1.7,3.64,3.35,3.05,2.21
3857,FOLK-369,FOLK & ALTERNATIVE MEDS,2.19,2.86,2.74,2.83,2.43
3858,FOLK-500,PROSEMINAR IN FOLKLORE,2.54,3.37,3.27,3.27,3.2
3859,FOLK-502,FIELDWORK THEORY,3.24,3.85,3.65,3.44,3.51
3860,FOLK-507,From Colonization to Tourism,2.64,3.0,3.45,3.64,2.55
3861,AMES-243,JEWISH FOLKLORE,2.27,3.41,2.48,2.27,2.49
3862,AMES-485,JAPANESE THEATER,3.17,3.67,3.5,3.67,3.67
3863,ANTH-120,MONEY IN SOC & CULTURE,2.34,3.39,2.65,2.5,2.5
3864,ANTH-521,PSYCHOLOGY AND CULTURE,2.29,3.21,2.96,2.96,2.52
3865,RELS-507,ETHNOGRAPHY OF BELIEF,2.47,3.65,3.58,3.36,2.42
3866,WSTD-082,RITUAL IN AM LIFE,1.99,3.53,3.71,2.89,2.36
3867,WSTD-110,WRITING ABOUT GENDER,2.7,3.69,3.65,3.2,2.86
3868,FOLK-420,CULTURE COM. & BODY,2.33,3.42,3.15,3.11,2.81
3869,FOLK-523,FOLK RELIGION,2.3,3.6,3.1,3.5,2.3
3870,FOLK-543,ETHNOGRAPHIC WRITING: LITERATURE OF ETHNOGRAPH,2.84,3.61,3.48,3.31,3.25
3871,MUSC-253,MUSIC & PERF OF AFRICA,2.29,3.71,3.14,3.0,2.57
3872,SARS-009,WRITING:INDIAN AM EXP,2.75,3.42,3.58,2.83,3.25
3873,SOCI-137,SOC. OF MEDIA & POP CULT,2.02,2.91,2.83,2.54,2.26
3874,HIST-093,PERFORMING HISTORY,2.09,3.46,3.28,2.93,2.14
3875,RELS-129,THEMES JEWISH TRADITION: REWRITING THE BIBLE,2.37,3.57,3.26,3.2,2.17
3876,FOLK-203,AFRO-AMERICAN FOLKLORE,2.0,3.36,2.45,2.73,2.45
3877,FOLK-407,NATL & FOLK WORLD CHANGE,2.4,3.2,3.0,3.2,3.4
3878,ANTH-320,POLITICS OF CULT IN ASIA,2.6,2.98,3.12,1.97,3.15
3879,MUSC-258,CARIBBEAN MUS & DIASPORA,2.56,3.56,3.57,2.83,2.59
3880,RELS-505,FOLK/UNORTHDOX HEALTH SY,2.19,3.51,3.36,2.89,2.15
3881,FOLK-358,FOLK ART,1.5,3.88,3.38,3.63,2.88
3882,FOLK-444,FOODWAYS,2.3,3.56,3.9,3.3,2.4
3883,NELC-254,JEWISH HUMOR,2.0,2.88,1.92,2.16,2.09
3884,FOLK-306,RUSSIANS & FAIRY TALES: Psychology and Sociology in Fairy Tales,1.0,2.8,3.0,2.4,1.4
3885,HIST-323,MATERIAL LIFE IN AMER,2.43,3.43,3.14,3.29,2.14
3886,NELC-258,JEWISH FOLKLORE,1.96,3.06,2.38,2.36,2.23
3887,FOLK-580,Bread and Roses: Artistic Expression and Community Activism,2.75,3.66,3.58,2.71,3.04
3888,FOLK-223,FOLK RELIGION,2.5,3.5,3.83,3.33,2.92
3889,FOLK-321,EXPLRNG LOCAL MEM & TRAD,1.67,3.67,3.33,2.33,2.67
3890,AMES-248,RELIG ANCIENT NEAR EAST: Religion in Culture--Culture in Religion: History of Religion in the ANE,2.15,3.69,3.1,3.09,2.47
3891,FOLK-360,NATIVE AMERICAN FOLKLORE,1.75,3.38,2.38,2.75,2.5
3892,MUSC-146,STUD IN AFRICAN-AM MUSIC,1.99,3.08,3.39,2.96,2.2
3893,CLST-200,LECTURE: lecture,2.32,3.12,3.14,3.29,2.81
3894,FOLK-575,ENVRMENTAL IMAGINARIES,3.2,3.6,3.2,3.0,3.2
3895,FOLK-579,Public Arts Liberal Arts: Applied Ethnography and Community,2.28,3.93,3.54,2.57,2.43
3896,STSC-145,COMPARATIVE MEDICINE,2.33,2.82,2.74,3.17,2.42
3897,FOLK-229,MYTH IN SOCIETY,1.86,2.94,2.08,2.54,1.98
3898,EALC-255,JAPANESE THEATER: Geisha and Samurai On Stage,2.7,3.41,3.33,3.3,2.8
3899,STSC-028,SCI MAGIC & RELIGION,1.89,2.27,1.67,2.43,2.07
3900,COML-125,NARRAT ACROSS CULTURES,2.27,3.02,2.88,2.96,2.51
3901,ENGL-290,FEMINIST FAIRY TALES,2.37,3.33,3.4,3.43,2.64
3902,HEBR-258,STDS MEDIEVAL JEWISH LIT: PASSOVER HAGGADA,2.23,3.08,2.85,3.08,2.38
3903,HSSC-585,HISTORY OF ANTHROPOLOGY,2.49,3.43,3.22,3.33,2.79
3904,MLA-541,ACDM WRTG/RSRCH DESIGN,2.94,3.89,3.68,3.26,3.11
3905,MUSC-157,ACCORDIONS OF NEW WORLD,2.06,3.5,3.46,2.61,2.16
3906,RUSS-100,Once Upon A Fairy Tale: Introduction to Russian Culture,2.0,3.5,2.5,3.08,2.5
3907,FOLK-535,CHILDREN'S FOLKLORE,3.2,3.8,4.0,3.6,2.8
3908,NELC-181,INTRO TO FOLKLORE,1.94,3.22,2.38,1.94,2.27
3909,ENGL-099,FOLKLORE AND LITERATURE: AMERICAN FOLK LITERATURE,1.7,3.64,3.35,3.05,2.21
3910,RELS-229,EARLY JEWISH MAGIC,2.5,4.0,3.0,3.0,2.5
3911,FOLK-240,FAIRY TALES,2.75,3.38,2.38,2.5,3.38
3912,FOLK-536,GAME PLAY,2.0,3.0,4.0,2.0,3.0
3913,FOLK-406,FOLKLORE & SUPERNATURAL,2.3,3.31,3.03,3.57,2.75
3914,LING-470,NARRATIVE ANALYSIS,1.74,3.01,3.03,2.79,1.99
3915,URBS-213,URBAN ETHNOGRAPHY,2.61,3.42,2.87,2.8,3.05
3916,NELC-252,THEMES JEWISH TRADITION: THE BINDING OF ISAAC,2.37,3.57,3.26,3.2,2.17
3917,FREN-110,ELEMENTARY FRENCH,1.95,3.6,3.55,3.36,1.69
3918,FREN-120,ELEMENTARY FRENCH,2.4,3.57,3.4,3.25,1.55
3919,FREN-130,INTERMEDIATE FRENCH,2.33,3.44,3.29,3.0,1.79
3920,FREN-134,INTERMED FREN:ACCELERATD,2.61,3.67,3.66,3.58,2.75
3921,FREN-140,INTERMEDIATE FRENCH,2.25,3.43,3.28,3.08,1.66
3922,FREN-202,ADVANCED FRENCH,2.27,3.55,3.47,3.46,1.95
3923,FREN-211,FR FOR PROFESSIONS I,2.42,3.48,3.27,3.26,1.76
3924,FREN-212,ADV FR GRAM & COMP,2.72,3.5,3.06,3.08,2.22
3925,FREN-214,ADV. COMP & CONVERSATION,2.56,3.49,3.1,3.32,2.1
3926,FREN-222,PERSPCT IN FRENCH LIT,2.18,3.19,2.76,3.19,2.38
3927,FREN-227,MODERN FRANCE,2.34,3.61,3.29,2.63,2.4
3928,FREN-301,FRENCH IDENTITY,2.21,3.03,2.35,2.64,2.48
3929,FREN-313,FR FOR PROFESSIONS II,2.21,3.54,3.27,3.13,1.83
3930,FREN-322,FRANCE & THE EUROP.UNION,2.64,3.67,3.21,3.33,2.58
3931,FREN-360,WHAT IS THE ENLIGHTMENT?,2.54,3.17,3.31,3.28,3.03
3932,FREN-370,STUDIES IN THE 19TH C.,2.62,3.66,3.28,3.37,2.95
3933,FREN-380,LIT OF THE 20TH CENT: NAZI OCCUP IN LIT & FILM,2.37,3.49,3.23,3.09,2.47
3934,FREN-217,FRENCH PHONETICS,2.3,3.46,3.33,3.18,1.73
3935,FREN-223,FRENCH YOUTH SINCE 1945,2.32,3.06,2.52,2.76,2.54
3936,FREN-230,MASTERPIECES OF FR CINEM,2.0,3.1,3.29,2.66,2.11
3937,FREN-250,FR LIT IN TRANSLATION: Money and the Novel,2.17,3.35,3.43,3.54,2.65
3938,FREN-325,ADVAN FRENCH TRANSLATION,2.22,3.63,3.26,3.05,1.87
3939,FREN-340,FR RENAISSANCE LIT,2.28,3.79,3.79,3.53,2.24
3940,FREN-382,HORROR CINEMA,1.78,3.09,3.29,2.7,1.92
3941,FREN-390,SURVEY FRANCOPHONE LIT,2.54,3.47,3.47,3.54,2.67
3942,FREN-500,PROSEMINAR,2.89,3.4,3.19,3.46,3.19
3943,FREN-121,ELEMENTARY FRENCH,2.44,3.47,3.43,3.13,1.66
3944,FREN-210,THE COMIC & EROTIC,2.33,3.83,2.75,2.75,2.58
3945,FREN-221,PERSPCT IN FRENCH LIT,2.33,3.25,2.94,3.28,2.55
3946,FREN-226,FR CIV FROM BEG TO 1789,2.32,3.74,3.68,2.74,2.34
3947,FREN-231,CINEMA AFRICAIN FRANCOPH,2.17,3.65,3.62,3.28,2.45
3948,FREN-290,THE FRENCH SHORT STORY,2.6,3.2,2.6,3.5,2.1
3949,FREN-385,MODERN FRENCH THEATER,2.55,3.19,3.36,3.48,2.3
3950,FREN-389,TOPICS IN FR CULT STUD: ANTHRO. & FR. MODERNISM,2.46,3.12,2.76,2.93,2.42
3951,FREN-593,RECENT AFRICAN FICTION,2.56,3.71,3.34,3.34,2.7
3952,FREN-595,TRAVEL LITERATURE,2.38,3.38,2.75,3.0,2.25
3953,FREN-228,LE FR DANS LE MONDE I,2.0,3.36,2.77,2.65,2.44
3954,FREN-392,FRANCE AND ITS OTHERS,2.06,3.35,2.35,2.95,2.19
3955,FREN-590,INTRO TO FRANCOPHONE LIT,3.17,3.47,3.68,3.35,3.08
3956,COML-501,HISTORY LIT THEORY,3.07,3.52,3.26,3.25,3.12
3957,COML-360,INTRO LIT THEORY,2.91,3.49,3.21,3.23,2.7
3958,FREN-209,SEX IN FRENCH REN. LIT.: Sex Love and Laughter in French Renaissance Literature,2.8,3.8,3.4,3.4,3.0
3959,FREN-330,MEDIEVAL LITERATURE,2.07,3.14,2.73,3.26,2.07
3960,FREN-350,THE VERSAILLES ERA,2.63,2.94,3.0,3.17,2.78
3961,FREN-379,SHORT NAR/FANTASTIC LIT,1.64,3.79,3.57,3.57,1.86
3962,ITAL-536,MEDIEVAL ALLEGORY,2.93,2.87,2.73,3.33,3.57
3963,FREN-582,FANTASTIC LIT-19/20TH C,2.69,3.71,3.77,3.36,3.08
3964,FREN-216,Advanced French: Penn-in-Tours,2.15,3.62,3.14,2.92,3.1
3965,FREN-224,Tours de France: French History Seen Through the Prism of Tours (in French),2.73,3.82,3.64,2.82,2.45
3966,FREN-233,Contemporary France Through the Media - Penn-in-Tours,2.38,3.54,3.34,2.66,2.43
3967,FREN-376,JEWISH IDEN & FR CULTURE,2.5,3.7,3.6,3.3,3.0
3968,FREN-384,FR NOVEL OF 20TH CENT,3.03,3.21,3.26,3.39,3.08
3969,FREN-386,PARIS IN FILM,1.9,2.93,3.17,2.6,2.07
3970,FREN-580,POETICS OF THE NOTEBOOK,2.67,3.67,3.67,3.67,3.0
3971,ARTH-593,Proseminar in Contemporary Film Theory,3.25,3.69,3.45,3.21,3.19
3972,ENGL-573,TPS IN CRITICISM & THEOR: Literture and History,2.87,3.66,3.38,3.33,3.1
3973,FREN-383,TOPICS IN FRENCH FILM: FRENCH ROAD MOVIES,1.94,3.65,3.06,3.18,2.24
3974,FREN-512,HIST OF LITERARY THEORY: INTRODUCTION TO THEORY,3.33,3.67,3.0,3.17,2.83
3975,FRSM-103,HISTORY OF AMERICAN EDUC,2.14,3.29,3.29,2.43,2.29
3976,FRSM-110,ARCHITECTURE TODAY,2.29,2.79,1.86,2.36,2.0
3977,FRSM-104,IDENT INTIM MATURITY,2.35,2.9,2.3,2.84,2.78
3978,FRSM-106,Dilemmas in International Development,2.69,3.26,3.04,2.21,3.1
3979,FRSM-128,INTEGRITY,2.11,2.91,2.66,2.82,2.56
3980,GAFL-515,The Business of Public Investment Banking,3.02,2.99,3.12,2.9,2.58
3981,GAFL-532,HOW CITY COUNCIL WORKS,2.09,3.25,3.41,3.01,2.15
3982,GAFL-560,WMN LDRS AND EMRGNG DEMS,2.32,3.09,3.25,2.55,2.78
3983,GAFL-561,DEALING WITH THE MEDIA,2.23,3.24,3.51,2.85,2.49
3984,GAFL-589,POLICY DEVELOPMENT,2.61,3.12,2.92,2.71,2.97
3985,GAFL-505,LAW FOR PUBLIC MANAGERS,2.37,3.71,3.72,3.22,2.67
3986,GAFL-530,PENNSYLVANIA POLITICS,2.09,3.73,3.55,3.22,2.23
3987,GAFL-504,Holding Elected Office:  A Congressional Perspective,2.07,3.6,3.85,3.27,2.34
3988,GAFL-528,Marketing for Non-Profit and Government Organizations,2.48,3.38,3.35,2.92,2.95
3989,URBS-320,WHO GETS ELECTED AND WHY,2.2,2.29,3.19,2.69,2.27
3990,GAFL-562,2004:CNVTSDEBATES&CMPGN,2.61,2.87,2.78,2.57,2.87
3991,GAFL-570,The Classics and American Government,2.23,3.42,3.29,3.84,2.61
3992,GAFL-521,Fundraising for Nonprofits and Government,2.73,3.25,3.21,2.98,3.39
3993,GAFL-475,HOMELAND SECURITY PHILA,1.73,3.67,3.47,2.33,1.87
3994,GAFL-541,COMM FOR EFFECTIVE LSHP,1.74,3.25,3.54,2.65,2.04
3995,CLST-310,ANC&MOD CONSTITUTION,2.36,3.6,3.24,3.64,2.59
3996,GAFL-340,LEADERSHIP IN COMM SERVI: Leadership in Community Service,2.67,4.0,3.67,3.33,2.33
3997,GAFL-490,PUBLIC POLICY PROCESS,2.27,3.61,3.25,2.86,2.53
3998,GAFL-520,NONPR & SOC ENTREPRENEUR: Nonprofits & Social Entrepreneurism,1.91,3.1,2.79,2.29,2.24
3999,PSCI-135,THE POLITICS OF FOOD,2.3,3.58,3.03,3.22,3.01
4000,PSCI-440,RELIGION & US PUBLIC POL,2.6,3.41,3.88,3.12,2.94
4001,GAFL-502,PUBLIC SPEAKING,2.36,3.8,3.57,2.95,2.46
4002,GAFL-180,Budgeting and Financial Management for Government and Nonprofits,2.01,3.55,3.19,2.57,2.4
4003,GAFL-472,REFORMING CITY GOVT: Effecting Change in Phila: Reforming City Government,2.0,4.0,3.2,2.5,2.2
4004,CLST-370,CLASSICS & AMER GOVT,2.23,3.42,3.29,3.84,2.61
4005,ENVS-494,Toward Environmental Sustainability on Penn's Campus,1.99,3.37,3.37,2.6,2.16
4006,PSCI-240,RELIGION & US PUBLIC POL,2.1,3.47,3.74,3.13,2.47
4007,PSCI-335,HEALTHY SCHOOLS,2.15,3.48,2.99,2.75,2.86
4008,GAFL-341,LEADERSHIP IN COMM SERV,1.85,3.85,2.69,2.23,2.0
4009,MKTG-211,CONSUMER BEHAVIOR,2.22,2.97,3.03,2.46,2.3
4010,NURS-400,ADVANCES IN HEALTH SYSTEMS RESEARCH AND ANALYSIS,2.62,3.18,2.67,2.5,2.75
4011,PSCI-139,POL OF POVERTY & DEVELOP,2.42,3.63,3.31,3.17,3.21
4012,GAFL-181,Case Studies in Financial Management of Nonprofit and Government Orgs,2.5,3.72,3.95,3.36,2.56
4013,GAFL-345,Developing Effective Community Serving Programs,2.34,3.62,3.38,2.98,2.51
4014,GAFL-342,LEAD SERV AND NONPROFITS: Leadership Service and Nonprofit Organizations,2.5,4.0,3.67,2.33,2.83
4015,GAFL-421,COVERING THE MIDDLE EAST: Reporting on the Middle East: Challenge of World's most Controversial Beat,2.57,3.29,2.64,2.5,2.57
4016,ANTH-437,CULTURAL MODELS & HEALTH,2.35,3.52,2.83,2.65,2.36
4017,ENVS-415,FOREST WATER & PEOPLE: Forest Water and People in the Humid Tropics,3.0,4.0,3.71,3.14,2.57
4018,GAFL-503,Speech Writing,2.42,3.82,3.54,2.76,2.55
4019,GAFL-343,Ending Hunger in Philadelphia,2.27,3.91,3.55,2.82,2.73
4020,PSCI-138,POLICYMAKING IN THE US,2.24,3.48,3.09,2.88,2.77
4021,GAFL-517,Quantitative Tools for Consulting,3.5,4.0,3.0,3.0,3.0
4022,BIOL-536,COMPUTATIONAL BIOLOGY,2.98,3.12,2.48,2.63,2.53
4023,BIOL-221,MOLEC. BIOL. & GENETICS,3.12,2.7,2.36,2.44,2.84
4024,BIOL-537,ADV. COMPUTATIONAL BIOL,2.86,3.4,3.21,3.33,2.96
4025,BIOL-530,SYSTEMS IN ECOLOGY&MOLB,2.5,3.75,3.5,3.25,2.5
4026,BIOL-437,INTRO COMP BIO&BIO MODEL,2.81,3.19,2.97,2.86,2.44
4027,BE-567,MODELING BIOL SYSTEMS,3.0,3.07,3.08,2.29,2.8
4028,GENH-217,BIOCHEMISTRY: Biochemistry of Human Diseases,1.83,3.83,3.67,3.67,1.67
4029,GENH-220,EVIL AND THE DEVIL,2.08,3.0,1.83,3.33,2.75
4030,GENH-221,TOPICS IN CLASSICAL LIT: Modern Need For Ancient Greek,2.5,3.33,2.17,2.83,2.5
4031,GENH-219,JUDGES AND JUDGING,2.32,3.85,3.45,3.45,2.52
4032,GEOL-001,OUR PLANET EARTH,2.38,2.98,2.96,2.65,2.27
4033,GEOL-125,EARTH THROUGH TIME,2.45,2.42,2.02,1.91,2.2
4034,GEOL-130,OCEANOGRAPHY,2.32,2.85,2.56,2.26,2.43
4035,GEOL-201,MINERALOGY,2.51,3.3,3.4,2.77,1.97
4036,GEOL-206,STRATIGRAPHY,2.38,3.03,3.03,2.63,2.32
4037,GEOL-401,ENVIRONMENTAL GEOLOGY,1.58,3.72,3.43,2.86,2.02
4038,GEOL-418,GEOCHEMISTRY,2.87,3.35,3.37,2.92,2.44
4039,GEOL-511,GEOLOGY OF SOILS,2.74,3.4,2.89,2.71,2.05
4040,GEOL-515,EVOL OF LAND ECOSYSTEMS,2.6,3.3,3.19,2.97,2.42
4041,GEOL-208,STRUCTURAL GEOLOGY,2.88,2.98,2.88,2.36,2.94
4042,GEOL-420,INTRO TO GEOPHYSICS,3.27,3.51,3.38,2.6,2.65
4043,GEOL-477,Introduction to Vertebrate Paleontology,2.22,3.1,3.58,2.83,1.98
4044,GEOL-003,EVOLU OF PHYSICAL WORLD,2.36,2.48,1.95,1.96,1.99
4045,GEOL-100,INTRO TO GEOLOGY,2.42,3.0,3.22,2.37,2.03
4046,GEOL-109,GEOL-ENGR & ARCH MAJORS,1.86,3.14,3.41,2.54,1.9
4047,GEOL-205,PALEONTOLOGY,2.12,3.42,3.02,2.2,2.12
4048,GEOL-317,PETROL & PETROG,3.04,3.7,3.58,3.17,2.49
4049,GEOL-526,TOPICS IN  PALEOBIOLOGY,2.56,3.44,2.89,3.0,2.78
4050,GEOL-528,AQUEOUS GEOCHEMISTRY,2.68,3.49,3.13,2.8,2.52
4051,GEOL-546,BASIN ANALYSIS,3.1,3.43,3.25,3.04,3.27
4052,GEOL-415,PALEOBOTANY,2.45,3.38,3.15,2.49,2.38
